category,n_pairs,verdict,net_now,t_net,net_pct,qty_pct,elasticity,significant_bh,net_later,t_cann,halo_eff,t_halo,basket_total,t_basket,visit28_diff,t_visit,spend28_diff,t_spend,quadrant,action,confidence,confidence_rank,net_now_ci_low,net_now_ci_high,basket_total_ci_low,basket_total_ci_high,spend28_ci_low,spend28_ci_high
BAKED BREAD/BUNS/ROLLS,927,불확실,-0.0691478909476236,-1.980508446569378,-2.9874832771582933,22.694965115901567,2.2904024058403474,False,-0.0115358173969992,-0.116994504261545,3.342820641010652,3.5551085138893503,3.273672750063028,3.43577327431666,0.0418177838082427,0.8400402706238954,3.565188991416242,1.6672439949757336,Q1 강화,소규모 확대 실험,하,3,-0.13757974565246267,-0.0007160362427845179,1.4061459728778567,5.141199527248199,-0.6260214398305295,7.756399422663014
MARGARINES,105,불확실,-0.0765686907945956,-0.9777787258627724,-4.2461652873283064,21.793411938043977,0.9549755473334004,False,0.1002225707433306,0.5506233731885111,-1.1728984042213315,-0.3449284772686339,-1.2494670950159272,-0.3669149607854274,0.0254583782927964,0.2229252110116511,-7.313858614215221,-1.5569190566456264,Q2 방문증가·지출감소,보류,하,3,-0.23005396306310866,0.07691658147391744,-7.923916948434064,5.42498275840221,-16.52124985441679,1.8935326259863494
SALD DRSNG/SNDWCH SPRD,261,불확실,-0.0803220762798639,-1.0705158984914105,-2.939742063625275,27.395316017073572,1.4623415262138275,False,-0.0309084180134701,-0.2003882613286589,6.707060332299269,2.6392930889550943,6.626738256019405,2.585234572544123,0.0941906669537554,1.016219109357034,2.2998181466375835,0.5138713076347856,Q1 강화,소규모 확대 실험,하,3,-0.22738319861386017,0.06673904605413236,1.6026653460644003,11.65081116597441,-6.472112685922733,11.071748979197901
YOGURT,488,불확실,-0.0957446519748226,-1.7968309913850806,-2.9482420736039883,21.244941840394084,2.2357058751012167,False,0.1505393974078429,0.8980981188348003,-0.5211657846529842,-0.4134791552101707,-0.6169104366278069,-0.4854931064214416,-0.0822388335850554,-0.6811034485565758,-6.156098416708385,-0.9247491787238366,Q4 약화,보류,하,3,-0.20018381112244818,0.008694507172802984,-3.1074596118840265,1.8736387386284126,-19.203909838827812,6.891713005411043
PEPPERS-ALL,123,불확실,-0.1061074192141487,-1.479046769009993,-5.615251122355294,29.502262932816222,1.628620739520568,False,-0.3615127853090195,-2.0706994326099273,3.582437809615654,1.0492186240846617,3.4763303904015053,1.0148782552478282,-0.3849100698948483,-0.6179173377017972,17.37825336785763,0.6379310791276372,Q3 방문감소·지출증가,보류,하,3,-0.24671861962868158,0.03450378120038418,-3.2373887477852734,10.190049528588284,-36.015252161892484,70.77175889760775
BREAKFAST SWEETS,216,불확실,-0.1292844068421644,-1.5349482488431752,-5.901907185468191,2.731585443734504,0.1093081161409214,False,0.0385275126062033,0.2361634746259584,3.3212535005660393,1.4146108377625315,3.1919690937238747,1.3591172237824836,-0.1663706529699532,-1.088160322804009,-6.974774983181483,-1.0240729440905358,Q4 약화,보류,하,3,-0.2943697363323391,0.03580092264801027,-1.411209583011121,7.79514777045887,-20.323979301020707,6.374429334657741
CHICKEN,701,불확실,-0.1551008677486156,-1.491133630996786,-2.541613421189414,25.81758391668627,1.0709515054014709,False,-0.3555089752124734,-1.8845423300510624,0.1893222673991739,0.1428349973631982,0.0342213996505583,0.0255651062770336,0.1211780176999317,1.4001687329312396,4.480495612191296,1.2477484115114983,Q1 강화,보류,하,3,-0.35897106051200434,0.04876932501477316,-2.5894306434215295,2.6578734427226465,-2.557599022012142,11.518590246394734
PASTA SAUCE,121,불확실,-0.1569636644197793,-1.8173278443113532,-5.4782889338780425,7.359022566150543,1.0788945034817412,False,-0.0480329377898488,-0.1928535521198836,-2.8172666630865,-0.9586531399359036,-2.9742303275062794,-1.0061440183197488,-0.0981340240955625,-0.580218808353324,-9.911874195782852,-1.198766907692154,Q4 약화,보류,하,3,-0.3262500060260985,0.012322677186539899,-8.768123980670868,2.8196633256583095,-26.11792167596851,6.294173284402808
BACON,209,불확실,-0.180314900492468,-1.7284376102802723,-4.222317069232819,20.965128361141407,1.0140012076787182,False,-0.0444913210279041,-0.2051748146642614,3.377537172117769,1.263916017420343,3.197222271625302,1.1844243263789649,-0.1622774120479641,-1.2414083395145237,-11.14335249589804,-1.7992685182906647,Q4 약화,보류,하,3,-0.3847869640851651,0.024157163100229112,-2.09358062123977,8.488025164490374,-23.28215816605418,0.9954531742581008
HEAT/SERVE,109,불확실,-0.2351391845928176,-1.1375906474587711,-4.375421128410984,16.657094323708872,0.9880830342545858,False,0.3771805034548128,0.9775966580771696,-0.1171682348059599,-0.045795025927423,-0.3523074193987774,-0.135696640305841,-0.1463058851489636,-0.5230187154046634,-11.507930728478968,-0.7642857465182586,Q4 약화,보류,하,3,-0.6402698023870586,0.16999143320142332,-5.441029884931187,4.736415046133632,-41.01985651091266,18.00399505395472
LAUNDRY DETERGENTS,151,불확실,-0.3799808812418093,-1.622883819156386,-5.202166910663905,3.4173646928189827,0.2100724245110201,False,-0.1285827454565635,-0.3796114587829126,2.2558523093373317,0.7813955399079505,1.8758714280955224,0.6557869631279174,0.3542423861907563,1.4491215901743282,2.7967427076035927,0.2102347155946571,Q1 강화,보류,하,3,-0.8388939090524455,0.07893214656882697,-3.7306871127000605,7.482429968891106,-23.2770467300641,28.870532145271284
DIAPERS & DISPOSABLES,111,불확실,-0.4550613763381877,-1.158059249598732,-3.421545351748826,8.12391291938426,0.9601163362146782,False,1.483452869081348,1.3040265976742544,1.871250816820272,0.5931535324256066,1.416189440482085,0.446211975662134,,,,,,보류,하,3,-1.2252467515095347,0.31512399883315917,-4.804466782887936,7.636845663852106,,
